Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,11079.6396484375,11178.0498046875,11072.8701171875,11178.0498046875,11178.005859375,97900
2018-01-03,11181.1796875,11316.4599609375,11171.1201171875,11280.2998046875,11280.255859375,115500
2018-01-04,11270.91015625,11341.349609375,11259.4599609375,11341.349609375,11341.3046875,99200
2018-01-05,11339.5703125,11372.2900390625,11310.2900390625,11342.849609375,11342.8046875,107700
2018-01-08,11343.8203125,11386.0400390625,11287.599609375,11382.7197265625,11382.6748046875,122800
2018-01-09,11371.9296875,11449.599609375,11358.1298828125,11447.08984375,11447.044921875,107900
2018-01-10,11439.2197265625,11446.41015625,11345.099609375,11437.080078125,11437.03515625,113800
2018-01-11,11411.580078125,11482.8095703125,11372.3603515625,11464.2001953125,11464.1552734375,106500
2018-01-12,11459.4599609375,11496.5302734375,11420.259765625,11461.990234375,11461.9453125,102200
2018-01-15,11453.330078125,11476.580078125,11277.3095703125,11307.4599609375,11307.4150390625,133200
2018-01-16,11283.599609375,11402.4599609375,11283.2900390625,11386.91015625,11386.865234375,117000
2018-01-17,11366.599609375,11367.16015625,11185.919921875,11303.9697265625,11303.9248046875,133200
2018-01-18,11287.6396484375,11375.1103515625,11279.419921875,11319.91015625,11319.865234375,89600
2018-01-19,11314.4599609375,11393.0400390625,11276.5703125,11296.26953125,11296.224609375,112000
2018-01-22,11289.8603515625,11513.080078125,11273.6904296875,11513.080078125,11513.03515625,107800
2018-01-23,11514.5595703125,11564.9501953125,11493.740234375,11555.25,11555.2041015625,101600
2018-01-24,11548.2099609375,11613.9599609375,11456.259765625,11607.5703125,11607.5244140625,127800
2018-01-25,11588.3798828125,11633.4599609375,11548.6796875,11552.5595703125,11552.513671875,123900
2018-01-26,11524.7001953125,11605.1298828125,11512.9404296875,11557.8203125,11557.7744140625,100800
2018-01-29,11547.6796875,11556.650390625,11323.6904296875,11352.7197265625,11352.6748046875,122400
2018-01-30,11319.9697265625,11370.0,11260.3095703125,11278.7802734375,11278.736328125,93800
2018-01-31,11210.0595703125,11244.1796875,11119.3203125,11159.6796875,11159.6357421875,107200
2018-02-01,11145.41015625,11171.3603515625,10836.349609375,10864.33984375,10864.296875,129200
2018-02-02,10794.1298828125,10933.150390625,10663.5400390625,10925.16015625,10925.1171875,107000
2018-02-05,10761.080078125,10873.240234375,10741.849609375,10836.25,10836.20703125,91100
2018-02-06,10603.5400390625,10685.16015625,10377.6103515625,10377.6103515625,10377.5693359375,117900
2018-02-07,10563.3095703125,10599.5400390625,10173.66015625,10246.9697265625,10246.9296875,112700
2018-02-08,10219.3896484375,10411.2001953125,10219.2099609375,10372.58984375,10372.548828125,86200
2018-02-09,10096.4697265625,10172.7802734375,9868.830078125,10001.23046875,10001.19140625,113500
2018-02-12,10059.8603515625,10325.6796875,10059.8603515625,10291.8798828125,10291.83984375,81000
2018-02-13,10367.6796875,10486.8095703125,10350.169921875,10362.4296875,10362.388671875,77200
2018-02-14,10381.16015625,10433.08984375,10319.150390625,10431.91015625,10431.869140625,53400
2018-02-22,10547.8095703125,10667.7998046875,10526.98046875,10658.9404296875,10658.8984375,78400
2018-02-23,10667.8095703125,10700.1103515625,10578.7900390625,10662.7900390625,10662.748046875,75900
2018-02-26,10731.3095703125,10920.2099609375,10670.169921875,10895.5595703125,10895.5166015625,111800
2018-02-27,10898.2900390625,10915.3603515625,10791.9501953125,10807.5302734375,10807.4873046875,104000
2018-02-28,10705.8095703125,10875.7099609375,10656.3603515625,10828.73046875,10828.6875,100900
2018-03-01,10754.6201171875,10943.1298828125,10732.9296875,10943.1298828125,10943.0869140625,97800
2018-03-02,10857.8701171875,10947.3896484375,10840.009765625,10856.25,10856.20703125,91600
2018-03-05,10882.8701171875,10913.0302734375,10813.4697265625,10875.6796875,10875.63671875,80000
2018-03-06,10909.2802734375,11007.9501953125,10873.849609375,11007.9501953125,11007.9072265625,112200
2018-03-07,10993.9501953125,11031.48046875,10897.580078125,10904.990234375,10904.947265625,91800
2018-03-08,10902.349609375,11019.080078125,10892.1796875,11019.080078125,11019.037109375,83200
2018-03-09,11040.3701171875,11203.7197265625,11030.5498046875,11194.91015625,11194.8662109375,120300
2018-03-12,11266.3203125,11328.76953125,11260.4599609375,11326.26953125,11326.224609375,134100
2018-03-13,11311.0400390625,11335.2998046875,11236.3798828125,11241.41015625,11241.3662109375,108900
2018-03-14,11198.76953125,11242.2998046875,11138.3896484375,11139.6298828125,11139.5859375,93900
2018-03-15,11100.5302734375,11195.9404296875,11051.6201171875,11163.650390625,11163.6064453125,90300
2018-03-16,11166.4296875,11192.3603515625,11051.1201171875,11051.1201171875,11051.076171875,81700
